,winner,idMatch,pick1,winratepick1,mmrplayer1,pick2,winratepick2,mmrplayer2,pick3,winratepick3,mmrplayer3,pick4,winratepick4,mmrplayer4,pick5,winratepick5,mmrplayer5,pick6,winratepick6,mmrplayer6,pick7,winratepick7,mmrplayer7,pick8,winratepick8,mmrplayer8,pick9,winratepick9,mmrplayer9,pick10,winratepick10,mmrplayer10
26,Dire,7140457548,58,0.4366,80,90,0.4996,80,70,0.4654,80,49,0.4291,70,2,0.5044,80,38,0.4791,70,105,0.5084,80,17,0.4825,70,75,0.5201,80,4,0.5148,70
27,Dire,7140425528,84,0.4835,70,123,0.4535,70,22,0.4587,70,49,0.4291,70,4,0.5148,70,111,0.5348,70,86,0.4871,70,108,0.5067,70,93,0.5257,70,14,0.4912,70
28,Dire,7140418468,45,0.5187,70,104,0.5435,70,64,0.508,80,63,0.4855,73,86,0.4871,80,138,0.4806,70,105,0.5084,70,100,0.4532,70,84,0.4835,70,75,0.5201,70
29,Radiant,7140360259,110,0.4769,70,86,0.4871,70,98,0.4815,70,138,0.4806,70,104,0.5435,70,88,0.5006,70,22,0.4587,70,119,0.4978,70,4,0.5148,70,57,0.5087,70
30,Dire,7140338584,73,0.5131,70,111,0.5348,70,114,0.488,70,58,0.4366,70,21,0.5318,70,86,0.4871,80,104,0.5435,80,87,0.4985,70,11,0.47,73,126,0.4822,70
31,Radiant,7140320560,69,0.4668,70,31,0.5104,80,9,0.5032,70,106,0.4986,80,70,0.4654,70,90,0.4996,80,126,0.4822,80,5,0.5139,80,89,0.5447,70,78,0.5054,80
32,Radiant,7140256319,90,0.4996,70,30,0.4677,70,62,0.5393,70,73,0.5131,70,38,0.4791,70,9,0.5032,70,69,0.4668,70,101,0.5195,70,126,0.4822,70,108,0.5067,70
33,Dire,7140232870,69,0.4668,80,114,0.488,80,87,0.4985,80,58,0.4366,80,74,0.4702,80,91,0.4988,80,104,0.5435,80,93,0.5257,72,7,0.4996,80,82,0.5473,80
34,Dire,7140224303,69,0.4668,70,40,0.5192,70,86,0.4871,70,12,0.5014,80,126,0.4822,70,62,0.5393,70,94,0.543,80,87,0.4985,73,96,0.477,70,120,0.5021,80
35,Dire,7140174137,90,0.4996,80,49,0.4291,80,38,0.4791,80,5,0.5139,80,1,0.4769,80,45,0.5187,80,17,0.4825,80,62,0.5393,80,93,0.5257,80,128,0.4633,80
36,Radiant,7140154153,90,0.4996,80,94,0.543,80,40,0.5192,72,7,0.4996,80,76,0.492,80,126,0.4822,80,58,0.4366,80,104,0.5435,80,93,0.5257,80,75,0.5201,80
37,Dire,7140135726,62,0.5393,70,58,0.4366,80,108,0.5067,70,46,0.4813,70,22,0.4587,70,104,0.5435,73,101,0.5195,70,64,0.508,80,6,0.479,70,13,0.483,80
38,Dire,7140100318,38,0.4791,80,66,0.5066,80,84,0.4835,80,55,0.5498,80,114,0.488,80,62,0.5393,80,94,0.543,80,5,0.5139,80,126,0.4822,80,108,0.5067,80
39,Dire,7140001250,69,0.4668,80,1,0.4769,80,5,0.5139,80,14,0.4912,80,21,0.5318,80,62,0.5393,80,94,0.543,80,2,0.5044,80,86,0.4871,80,9,0.5032,80
40,Dire,7139997121,19,0.4524,65,94,0.543,80,87,0.4985,70,40,0.5192,62,74,0.4702,80,108,0.5067,71,86,0.4871,70,70,0.4654,74,3,0.5108,70,126,0.4822,80
41,Dire,7139987891,90,0.4996,80,109,0.4731,80,45,0.5187,80,126,0.4822,80,97,0.4886,80,108,0.5067,80,86,0.4871,80,31,0.5104,80,65,0.5134,80,41,0.4934,80
42,Dire,7139979008,38,0.4791,70,94,0.543,80,9,0.5032,70,90,0.4996,80,17,0.4825,73,73,0.5131,80,62,0.5393,70,40,0.5192,70,21,0.5318,72,55,0.5498,70
43,Dire,7139888037,62,0.5393,80,21,0.5318,80,111,0.5348,80,2,0.5044,80,54,0.4602,80,69,0.4668,80,57,0.5087,80,121,0.4826,80,86,0.4871,80,49,0.4291,80
44,Radiant,7139883981,87,0.4985,71,94,0.543,70,84,0.4835,74,62,0.5393,70,13,0.483,80,100,0.4532,70,21,0.5318,65,75,0.5201,80,89,0.5447,62,106,0.4986,80
45,Dire,7139870870,62,0.5393,51,90,0.4996,70,17,0.4825,70,31,0.5104,70,14,0.4912,52,69,0.4668,80,105,0.5084,70,45,0.5187,70,106,0.4986,80,18,0.5174,72
46,Radiant,7139830464,73,0.5131,70,31,0.5104,80,87,0.4985,70,108,0.5067,80,39,0.5105,70,90,0.4996,80,109,0.4731,80,2,0.5044,80,5,0.5139,80,62,0.5393,80
47,Radiant,7139812552,73,0.5131,70,62,0.5393,80,40,0.5192,72,69,0.4668,70,17,0.4825,80,84,0.4835,70,105,0.5084,70,31,0.5104,70,137,0.478,51,14,0.4912,52
48,Radiant,7142277710,30,0.4677,70,110,0.4769,70,53,0.3884,70,34,0.5423,70,32,0.5282,70,94,0.543,70,58,0.4366,70,69,0.4668,70,128,0.4633,70,126,0.4822,70
49,Radiant,7142165314,73,0.5131,80,108,0.5067,70,111,0.5348,70,9,0.5032,72,109,0.4731,73,62,0.5393,72,84,0.4835,80,5,0.5139,51,114,0.488,80,74,0.4702,80
50,Dire,7142160679,69,0.4668,70,14,0.4912,80,136,0.4949,70,59,0.5025,70,76,0.492,70,73,0.5131,70,101,0.5195,70,86,0.4871,70,47,0.4961,70,45,0.5187,70
51,Radiant,7142159114,88,0.5006,70,86,0.4871,70,108,0.5067,70,19,0.4524,70,48,0.455,70,26,0.4536,70,104,0.5435,70,93,0.5257,70,87,0.4985,70,11,0.47,70
52,Dire,7142123827,17,0.4825,80,45,0.5187,80,5,0.5139,80,10,0.4552,80,108,0.5067,80,38,0.4791,70,106,0.4986,80,111,0.5348,70,9,0.5032,80,48,0.455,70
53,Radiant,7142110962,62,0.5393,70,101,0.5195,70,108,0.5067,70,109,0.4731,70,126,0.4822,70,73,0.5131,80,111,0.5348,70,110,0.4769,70,138,0.4806,70,34,0.5423,70
54,Dire,7142081748,30,0.4677,70,104,0.5435,70,26,0.4536,70,11,0.47,70,4,0.5148,70,86,0.4871,70,126,0.4822,70,123,0.4535,70,49,0.4291,70,70,0.4654,70
55,Radiant,7142077446,101,0.5195,80,94,0.543,70,32,0.5282,70,87,0.4985,72,84,0.4835,73,2,0.5044,80,86,0.4871,80,5,0.5139,80,138,0.4806,80,46,0.4813,51
56,Radiant,7142013921,73,0.5131,70,69,0.4668,80,75,0.5201,70,111,0.5348,80,106,0.4986,70,108,0.5067,80,86,0.4871,80,45,0.5187,80,70,0.4654,80,96,0.477,80
57,Dire,7141997120,5,0.5139,80,40,0.5192,80,100,0.4532,80,8,0.4656,80,68,0.5128,80,85,0.5333,80,73,0.5131,80,105,0.5084,80,57,0.5087,80,106,0.4986,80
58,Radiant,7141990348,88,0.5006,70,62,0.5393,70,38,0.4791,70,6,0.479,70,19,0.4524,70,123,0.4535,70,87,0.4985,70,129,0.4292,70,46,0.4813,70,22,0.4587,70
59,Radiant,7141967140,73,0.5131,80,5,0.5139,80,101,0.5195,70,135,0.5041,80,126,0.4822,51,69,0.4668,80,105,0.5084,72,40,0.5192,70,63,0.4855,70,86,0.4871,73
60,Dire,7141906758,88,0.5006,70,87,0.4985,70,135,0.5041,70,22,0.4587,70,46,0.4813,70,94,0.543,70,86,0.4871,70,104,0.5435,70,32,0.5282,70,17,0.4825,70
61,Dire,7141899491,3,0.5108,80,38,0.4791,80,9,0.5032,80,11,0.47,80,70,0.4654,80,85,0.5333,80,94,0.543,80,106,0.4986,80,90,0.4996,80,108,0.5067,80
62,Radiant,7141886060,75,0.5201,70,14,0.4912,70,84,0.4835,70,35,0.4447,70,11,0.47,70,88,0.5006,70,104,0.5435,70,101,0.5195,70,1,0.4769,70,40,0.5192,70
63,Radiant,7141841210,104,0.5435,80,7,0.4996,80,12,0.5014,72,13,0.483,80,85,0.5333,80,105,0.5084,80,86,0.4871,80,14,0.4912,80,57,0.5087,80,52,0.4611,80
64,Radiant,7141818157,108,0.5067,80,109,0.4731,80,75,0.5201,70,105,0.5084,70,19,0.4524,80,62,0.5393,80,5,0.5139,80,101,0.5195,80,114,0.488,80,74,0.4702,80
65,Radiant,7141798030,86,0.4871,70,5,0.5139,70,95,0.4754,70,16,0.4788,70,22,0.4587,70,9,0.5032,70,27,0.4896,70,46,0.4813,70,57,0.5087,70,17,0.4825,70
66,Radiant,7141759205,85,0.5333,80,94,0.543,80,20,0.4463,80,101,0.5195,80,3,0.5108,80,104,0.5435,80,105,0.5084,80,5,0.5139,80,10,0.4552,80,120,0.5021,80
67,Dire,7141732510,12,0.5014,80,105,0.5084,80,137,0.478,80,128,0.4633,80,11,0.47,80,69,0.4668,80,7,0.4996,80,5,0.5139,72,14,0.4912,80,13,0.483,80
68,Radiant,7141716385,87,0.4985,70,101,0.5195,70,14,0.4912,70,57,0.5087,70,75,0.5201,70,72,0.465,70,5,0.5139,70,135,0.5041,70,54,0.4602,70,106,0.4986,70
69,Radiant,7141713914,73,0.5131,70,1,0.4769,80,58,0.4366,70,5,0.5139,80,17,0.4825,70,94,0.543,80,69,0.4668,70,87,0.4985,70,32,0.5282,73,105,0.5084,80
70,Radiant,7141687549,86,0.4871,80,108,0.5067,80,87,0.4985,70,106,0.4986,70,46,0.4813,80,62,0.5393,80,58,0.4366,80,101,0.5195,80,4,0.5148,80,19,0.4524,80
71,Radiant,7141642200,104,0.5435,80,105,0.5084,80,40,0.5192,80,10,0.4552,80,110,0.4769,80,85,0.5333,80,73,0.5131,80,86,0.4871,80,76,0.492,80,6,0.479,80
72,Radiant,7141620865,86,0.4871,70,84,0.4835,70,93,0.5257,70,104,0.5435,70,35,0.4447,70,110,0.4769,70,101,0.5195,70,70,0.4654,70,103,0.5634,70,17,0.4825,70
73,Dire,7141597260,62,0.5393,72,93,0.5257,80,31,0.5104,80,2,0.5044,80,106,0.4986,51,94,0.543,70,137,0.478,70,100,0.4532,70,138,0.4806,80,104,0.5435,70
74,Dire,7141591301,86,0.4871,80,104,0.5435,80,87,0.4985,72,126,0.4822,80,109,0.4731,80,105,0.5084,80,108,0.5067,80,44,0.4469,80,97,0.4886,80,82,0.5473,80
75,Radiant,7141544396,73,0.5131,80,105,0.5084,80,40,0.5192,80,10,0.4552,80,110,0.4769,80,5,0.5139,80,114,0.488,80,21,0.5318,80,84,0.4835,80,120,0.5021,80
76,Dire,7141521796,100,0.4532,70,107,0.4963,70,98,0.4815,70,48,0.455,70,19,0.4524,70,88,0.5006,70,86,0.4871,70,84,0.4835,70,6,0.479,70,94,0.543,70
77,Dire,7141506538,87,0.4985,80,21,0.5318,80,38,0.4791,80,5,0.5139,80,41,0.4934,80,90,0.4996,80,114,0.488,80,62,0.5393,80,23,0.5076,80,69,0.4668,80
78,Radiant,7141489628,73,0.5131,70,62,0.5393,70,32,0.5282,70,87,0.4985,80,84,0.4835,70,2,0.5044,80,101,0.5195,80,126,0.4822,51,104,0.5435,72,111,0.5348,80
79,Radiant,7141451961,73,0.5131,80,86,0.4871,80,111,0.5348,80,69,0.4668,80,39,0.5105,80,88,0.5006,80,40,0.5192,80,101,0.5195,80,1,0.4769,80,17,0.4825,80
80,Radiant,7141447817,86,0.4871,73,94,0.543,80,85,0.5333,70,108,0.5067,80,34,0.5423,80,87,0.4985,70,104,0.5435,80,21,0.5318,80,114,0.488,70,121,0.4826,70
81,Dire,7141441058,90,0.4996,70,94,0.543,70,138,0.4806,70,31,0.5104,70,76,0.492,70,100,0.4532,70,107,0.4963,70,98,0.4815,70,114,0.488,70,112,0.534,70
82,Radiant,7141402305,87,0.4985,80,65,0.5134,80,107,0.4963,80,21,0.5318,80,12,0.5014,80,90,0.4996,80,114,0.488,80,75,0.5201,80,39,0.5105,80,4,0.5148,80
83,Dire,7141396530,85,0.5333,80,1,0.4769,80,108,0.5067,80,45,0.5187,80,74,0.4702,80,38,0.4791,80,101,0.5195,80,64,0.508,80,93,0.5257,80,13,0.483,80
84,Dire,7141380924,90,0.4996,70,94,0.543,80,106,0.4986,70,9,0.5032,70,69,0.4668,80,88,0.5006,80,111,0.5348,80,17,0.4825,70,55,0.5498,73,109,0.4731,80
85,Radiant,7141372348,58,0.4366,70,120,0.5021,70,51,0.476,70,62,0.5393,70,93,0.5257,70,87,0.4985,70,45,0.5187,70,84,0.4835,70,70,0.4654,70,17,0.4825,70
86,Dire,7141324778,104,0.5435,70,44,0.4469,70,64,0.508,70,90,0.4996,70,21,0.5318,70,73,0.5131,70,105,0.5084,70,5,0.5139,70,46,0.4813,70,13,0.483,70
87,Dire,7141318587,101,0.5195,80,2,0.5044,80,5,0.5139,80,11,0.47,70,21,0.5318,73,87,0.4985,80,73,0.5131,70,108,0.5067,70,94,0.543,70,13,0.483,80
88,Radiant,7141285799,114,0.488,70,12,0.5014,70,128,0.4633,70,97,0.4886,70,17,0.4825,70,87,0.4985,70,104,0.5435,70,137,0.478,70,138,0.4806,70,21,0.5318,70
89,Dire,7141266209,86,0.4871,70,64,0.508,70,129,0.4292,70,73,0.5131,70,22,0.4587,70,9,0.5032,70,20,0.4463,70,126,0.4822,70,44,0.4469,70,45,0.5187,70
90,Radiant,7141234692,69,0.4668,80,86,0.4871,80,75,0.5201,80,109,0.4731,80,39,0.5105,80,114,0.488,80,5,0.5139,80,73,0.5131,80,12,0.5014,80,74,0.4702,80
91,Dire,7141232655,114,0.488,70,86,0.4871,70,38,0.4791,70,6,0.479,70,53,0.3884,70,83,0.5051,70,93,0.5257,70,94,0.543,70,55,0.5498,70,106,0.4986,70
92,Radiant,7141222839,73,0.5131,80,104,0.5435,70,21,0.5318,70,88,0.5006,70,91,0.4988,80,62,0.5393,80,86,0.4871,70,94,0.543,70,85,0.5333,70,126,0.4822,73
93,Radiant,7141204567,126,0.4822,70,21,0.5318,70,14,0.4912,70,45,0.5187,70,11,0.47,70,87,0.4985,70,84,0.4835,70,9,0.5032,70,73,0.5131,70,22,0.4587,70
94,Radiant,7141177240,69,0.4668,70,44,0.4469,70,34,0.5423,70,16,0.4788,70,70,0.4654,70,100,0.4532,70,14,0.4912,70,120,0.5021,70,62,0.5393,70,1,0.4769,70
95,Radiant,7141162590,1,0.4769,80,121,0.4826,80,37,0.5008,80,94,0.543,80,84,0.4835,80,85,0.5333,80,104,0.5435,80,86,0.4871,80,11,0.47,80,126,0.4822,80
96,Radiant,7141158232,73,0.5131,80,85,0.5333,70,63,0.4855,70,86,0.4871,73,32,0.5282,70,104,0.5435,80,101,0.5195,70,87,0.4985,70,4,0.5148,70,126,0.4822,80
97,Radiant,7141156301,19,0.4524,70,31,0.5104,70,57,0.5087,70,46,0.4813,70,45,0.5187,70,9,0.5032,70,100,0.4532,70,126,0.4822,70,79,0.4948,70,63,0.4855,70
98,Dire,7141148562,73,0.5131,80,5,0.5139,80,87,0.4985,80,93,0.5257,80,23,0.5076,80,69,0.4668,80,62,0.5393,80,86,0.4871,80,109,0.4731,80,39,0.5105,80
99,Dire,7141143013,119,0.4978,70,72,0.465,70,2,0.5044,70,138,0.4806,70,11,0.47,70,84,0.4835,70,57,0.5087,70,121,0.4826,70,109,0.4731,70,100,0.4532,70
100,Radiant,7141108388,62,0.5393,70,104,0.5435,70,76,0.492,70,64,0.508,80,70,0.4654,80,105,0.5084,80,32,0.5282,70,94,0.543,70,45,0.5187,70,85,0.5333,73
101,Radiant,7141103738,85,0.5333,80,94,0.543,80,97,0.4886,80,111,0.5348,80,96,0.477,80,64,0.508,80,9,0.5032,80,106,0.4986,80,6,0.479,80,88,0.5006,80
102,Radiant,7141095652,96,0.477,70,40,0.5192,70,42,0.4442,70,94,0.543,70,106,0.4986,70,100,0.4532,70,121,0.4826,70,71,0.5155,70,109,0.4731,70,74,0.4702,70
103,Dire,7141057893,87,0.4985,80,88,0.5006,70,126,0.4822,70,70,0.4654,80,111,0.5348,80,73,0.5131,70,105,0.5084,70,11,0.47,70,64,0.508,70,47,0.4961,73
104,Dire,7141057407,1,0.4769,70,88,0.5006,70,32,0.5282,70,74,0.4702,70,109,0.4731,70,94,0.543,70,85,0.5333,70,96,0.477,70,106,0.4986,70,46,0.4813,70
105,Radiant,7141048073,68,0.5128,80,62,0.5393,80,106,0.4986,80,69,0.4668,80,18,0.5174,80,73,0.5131,80,9,0.5032,80,90,0.4996,70,17,0.4825,80,16,0.4788,80
106,Radiant,7140991469,108,0.5067,80,86,0.4871,80,87,0.4985,80,129,0.4292,80,138,0.4806,80,45,0.5187,80,93,0.5257,80,5,0.5139,80,17,0.4825,70,29,0.4706,80
107,Dire,7140990799,87,0.4985,70,100,0.4532,80,70,0.4654,80,17,0.4825,80,78,0.5054,80,86,0.4871,80,108,0.5067,80,51,0.476,80,126,0.4822,80,109,0.4731,80
108,Dire,7140987553,86,0.4871,70,39,0.5105,70,31,0.5104,80,98,0.4815,80,18,0.5174,70,58,0.4366,80,114,0.488,70,9,0.5032,70,93,0.5257,70,36,0.4872,80
109,Dire,7140976821,5,0.5139,80,94,0.543,80,45,0.5187,80,126,0.4822,80,108,0.5067,80,104,0.5435,80,111,0.5348,80,79,0.4948,80,93,0.5257,80,120,0.5021,80
110,Radiant,7140974929,62,0.5393,70,111,0.5348,70,21,0.5318,70,32,0.5282,70,38,0.4791,70,68,0.5128,70,19,0.4524,70,114,0.488,70,104,0.5435,70,52,0.4611,70
111,Dire,7140939120,17,0.4825,70,45,0.5187,80,109,0.4731,70,101,0.5195,70,2,0.5044,80,32,0.5282,80,138,0.4806,80,9,0.5032,80,106,0.4986,70,4,0.5148,80
112,Radiant,7140930953,19,0.4524,70,9,0.5032,70,103,0.5634,70,54,0.4602,70,78,0.5054,70,119,0.4978,70,88,0.5006,70,40,0.5192,70,4,0.5148,70,65,0.5134,70
113,Radiant,7140890442,62,0.5393,80,126,0.4822,80,38,0.4791,80,105,0.5084,70,94,0.543,80,106,0.4986,70,90,0.4996,80,86,0.4871,80,73,0.5131,70,57,0.5087,70
114,Radiant,7140715058,88,0.5006,70,94,0.543,70,58,0.4366,70,10,0.4552,70,16,0.4788,70,86,0.4871,70,135,0.5041,70,79,0.4948,70,120,0.5021,70,109,0.4731,70
115,Dire,7140658484,123,0.4535,70,9,0.5032,70,14,0.4912,70,46,0.4813,70,52,0.4611,70,112,0.534,70,110,0.4769,70,28,0.4639,70,70,0.4654,70,126,0.4822,70
116,Dire,7140587961,86,0.4871,70,87,0.4985,70,49,0.4291,70,48,0.455,70,17,0.4825,70,138,0.4806,70,104,0.5435,70,111,0.5348,70,21,0.5318,70,76,0.492,70
117,Radiant,7140504836,26,0.4536,70,87,0.4985,70,28,0.4639,70,54,0.4602,70,39,0.5105,70,14,0.4912,70,86,0.4871,70,49,0.4291,70,93,0.5257,70,17,0.4825,70
118,Radiant,7140486780,85,0.5333,70,32,0.5282,70,105,0.5084,70,75,0.5201,70,95,0.4754,70,104,0.5435,70,40,0.5192,80,64,0.508,70,36,0.4872,80,57,0.5087,73
119,Dire,7140457548,58,0.4366,80,90,0.4996,80,70,0.4654,80,49,0.4291,70,2,0.5044,80,38,0.4791,70,105,0.5084,80,17,0.4825,70,75,0.5201,80,4,0.5148,70
120,Dire,7140425528,84,0.4835,70,123,0.4535,70,22,0.4587,70,49,0.4291,70,4,0.5148,70,111,0.5348,70,86,0.4871,70,108,0.5067,70,93,0.5257,70,14,0.4912,70
121,Dire,7140418468,45,0.5187,70,104,0.5435,70,64,0.508,80,63,0.4855,73,86,0.4871,80,138,0.4806,70,105,0.5084,70,100,0.4532,70,84,0.4835,70,75,0.5201,70
122,Radiant,7140360259,110,0.4769,70,86,0.4871,70,98,0.4815,70,138,0.4806,70,104,0.5435,70,88,0.5006,70,22,0.4587,70,119,0.4978,70,4,0.5148,70,57,0.5087,70
123,Dire,7140338584,73,0.5131,70,111,0.5348,70,114,0.488,70,58,0.4366,70,21,0.5318,70,86,0.4871,80,104,0.5435,80,87,0.4985,70,11,0.47,73,126,0.4822,70
124,Radiant,7140320560,69,0.4668,70,31,0.5104,80,9,0.5032,70,106,0.4986,80,70,0.4654,70,90,0.4996,80,126,0.4822,80,5,0.5139,80,89,0.5447,70,78,0.5054,80
125,Radiant,7140256319,90,0.4996,70,30,0.4677,70,62,0.5393,70,73,0.5131,70,38,0.4791,70,9,0.5032,70,69,0.4668,70,101,0.5195,70,126,0.4822,70,108,0.5067,70
126,Dire,7140232870,69,0.4668,80,114,0.488,80,87,0.4985,80,58,0.4366,80,74,0.4702,80,91,0.4988,80,104,0.5435,80,93,0.5257,72,7,0.4996,80,82,0.5473,80
127,Dire,7140224303,69,0.4668,70,40,0.5192,70,86,0.4871,70,12,0.5014,80,126,0.4822,70,62,0.5393,70,94,0.543,80,87,0.4985,73,96,0.477,70,120,0.5021,80
128,Radiant,7142277710,30,0.4677,70,110,0.4769,70,53,0.3884,70,34,0.5423,70,32,0.5282,70,94,0.543,70,58,0.4366,70,69,0.4668,70,128,0.4633,70,126,0.4822,70
129,Radiant,7142165314,73,0.5131,80,108,0.5067,70,111,0.5348,70,9,0.5032,72,109,0.4731,73,62,0.5393,72,84,0.4835,80,5,0.5139,51,114,0.488,80,74,0.4702,80
130,Dire,7142160679,69,0.4668,70,14,0.4912,80,136,0.4949,70,59,0.5025,70,76,0.492,70,73,0.5131,70,101,0.5195,70,86,0.4871,70,47,0.4961,70,45,0.5187,70
131,Radiant,7142159114,88,0.5006,70,86,0.4871,70,108,0.5067,70,19,0.4524,70,48,0.455,70,26,0.4536,70,104,0.5435,70,93,0.5257,70,87,0.4985,70,11,0.47,70
132,Dire,7142123827,17,0.4825,80,45,0.5187,80,5,0.5139,80,10,0.4552,80,108,0.5067,80,38,0.4791,70,106,0.4986,80,111,0.5348,70,9,0.5032,80,48,0.455,70
133,Radiant,7142110962,62,0.5393,70,101,0.5195,70,108,0.5067,70,109,0.4731,70,126,0.4822,70,73,0.5131,80,111,0.5348,70,110,0.4769,70,138,0.4806,70,34,0.5423,70
134,Dire,7142081748,30,0.4677,70,104,0.5435,70,26,0.4536,70,11,0.47,70,4,0.5148,70,86,0.4871,70,126,0.4822,70,123,0.4535,70,49,0.4291,70,70,0.4654,70
135,Radiant,7142077446,101,0.5195,80,94,0.543,70,32,0.5282,70,87,0.4985,72,84,0.4835,73,2,0.5044,80,86,0.4871,80,5,0.5139,80,138,0.4806,80,46,0.4813,51
136,Radiant,7142013921,73,0.5131,70,69,0.4668,80,75,0.5201,70,111,0.5348,80,106,0.4986,70,108,0.5067,80,86,0.4871,80,45,0.5187,80,70,0.4654,80,96,0.477,80
137,Dire,7141899491,3,0.5108,80,38,0.4791,80,9,0.5032,80,11,0.47,80,70,0.4654,80,85,0.5333,80,94,0.543,80,106,0.4986,80,90,0.4996,80,108,0.5067,80
138,Radiant,7141886060,75,0.5201,70,14,0.4912,70,84,0.4835,70,35,0.4447,70,11,0.47,70,88,0.5006,70,104,0.5435,70,101,0.5195,70,1,0.4769,70,40,0.5192,70
139,Dire,7141844035,73,0.5131,80,2,0.5044,70,57,0.5087,70,106,0.4986,80,45,0.5187,73,101,0.5195,80,104,0.5435,70,87,0.4985,70,76,0.492,80,95,0.4754,70
140,Radiant,7141841210,104,0.5435,80,7,0.4996,80,12,0.5014,72,13,0.483,80,85,0.5333,80,105,0.5084,80,86,0.4871,80,14,0.4912,80,57,0.5087,80,52,0.4611,80
141,Radiant,7141818157,108,0.5067,80,109,0.4731,80,75,0.5201,70,105,0.5084,70,19,0.4524,80,62,0.5393,80,5,0.5139,80,101,0.5195,80,114,0.488,80,74,0.4702,80
142,Radiant,7141798030,86,0.4871,70,5,0.5139,70,95,0.4754,70,16,0.4788,70,22,0.4587,70,9,0.5032,70,27,0.4896,70,46,0.4813,70,57,0.5087,70,17,0.4825,70
143,Radiant,7141759205,85,0.5333,80,94,0.543,80,20,0.4463,80,101,0.5195,80,3,0.5108,80,104,0.5435,80,105,0.5084,80,5,0.5139,80,10,0.4552,80,120,0.5021,80
144,Dire,7141732510,12,0.5014,80,105,0.5084,80,137,0.478,80,128,0.4633,80,11,0.47,80,69,0.4668,80,7,0.4996,80,5,0.5139,72,14,0.4912,80,13,0.483,80
145,Radiant,7141716385,87,0.4985,70,101,0.5195,70,14,0.4912,70,57,0.5087,70,75,0.5201,70,72,0.465,70,5,0.5139,70,135,0.5041,70,54,0.4602,70,106,0.4986,70
146,Radiant,7141713914,73,0.5131,70,1,0.4769,80,58,0.4366,70,5,0.5139,80,17,0.4825,70,94,0.543,80,69,0.4668,70,87,0.4985,70,32,0.5282,73,105,0.5084,80
147,Radiant,7141687549,86,0.4871,80,108,0.5067,80,87,0.4985,70,106,0.4986,70,46,0.4813,80,62,0.5393,80,58,0.4366,80,101,0.5195,80,4,0.5148,80,19,0.4524,80
148,Radiant,7141642200,104,0.5435,80,105,0.5084,80,40,0.5192,80,10,0.4552,80,110,0.4769,80,85,0.5333,80,73,0.5131,80,86,0.4871,80,76,0.492,80,6,0.479,80
149,Radiant,7141620865,86,0.4871,70,84,0.4835,70,93,0.5257,70,104,0.5435,70,35,0.4447,70,110,0.4769,70,101,0.5195,70,70,0.4654,70,103,0.5634,70,17,0.4825,70
150,Dire,7141597260,62,0.5393,72,93,0.5257,80,31,0.5104,80,2,0.5044,80,106,0.4986,51,94,0.543,70,137,0.478,70,100,0.4532,70,138,0.4806,80,104,0.5435,70
151,Dire,7141591301,86,0.4871,80,104,0.5435,80,87,0.4985,72,126,0.4822,80,109,0.4731,80,105,0.5084,80,108,0.5067,80,44,0.4469,80,97,0.4886,80,82,0.5473,80
152,Radiant,7141544396,73,0.5131,80,105,0.5084,80,40,0.5192,80,10,0.4552,80,110,0.4769,80,5,0.5139,80,114,0.488,80,21,0.5318,80,84,0.4835,80,120,0.5021,80
153,Dire,7141521796,100,0.4532,70,107,0.4963,70,98,0.4815,70,48,0.455,70,19,0.4524,70,88,0.5006,70,86,0.4871,70,84,0.4835,70,6,0.479,70,94,0.543,70
154,Dire,7141506538,87,0.4985,80,21,0.5318,80,38,0.4791,80,5,0.5139,80,41,0.4934,80,90,0.4996,80,114,0.488,80,62,0.5393,80,23,0.5076,80,69,0.4668,80
155,Radiant,7141489628,73,0.5131,70,62,0.5393,70,32,0.5282,70,87,0.4985,80,84,0.4835,70,2,0.5044,80,101,0.5195,80,126,0.4822,51,104,0.5435,72,111,0.5348,80
156,Radiant,7141451961,73,0.5131,80,86,0.4871,80,111,0.5348,80,69,0.4668,80,39,0.5105,80,88,0.5006,80,40,0.5192,80,101,0.5195,80,1,0.4769,80,17,0.4825,80
157,Radiant,7141447817,86,0.4871,73,94,0.543,80,85,0.5333,70,108,0.5067,80,34,0.5423,80,87,0.4985,70,104,0.5435,80,21,0.5318,80,114,0.488,70,121,0.4826,70
158,Dire,7141441058,90,0.4996,70,94,0.543,70,138,0.4806,70,31,0.5104,70,76,0.492,70,100,0.4532,70,107,0.4963,70,98,0.4815,70,114,0.488,70,112,0.534,70
159,Radiant,7141402305,87,0.4985,80,65,0.5134,80,107,0.4963,80,21,0.5318,80,12,0.5014,80,90,0.4996,80,114,0.488,80,75,0.5201,80,39,0.5105,80,4,0.5148,80
160,Dire,7141396530,85,0.5333,80,1,0.4769,80,108,0.5067,80,45,0.5187,80,74,0.4702,80,38,0.4791,80,101,0.5195,80,64,0.508,80,93,0.5257,80,13,0.483,80
161,Dire,7141380924,90,0.4996,70,94,0.543,80,106,0.4986,70,9,0.5032,70,69,0.4668,80,88,0.5006,80,111,0.5348,80,17,0.4825,70,55,0.5498,73,109,0.4731,80
162,Radiant,7141372348,58,0.4366,70,120,0.5021,70,51,0.476,70,62,0.5393,70,93,0.5257,70,87,0.4985,70,45,0.5187,70,84,0.4835,70,70,0.4654,70,17,0.4825,70
